Policy,Avg Reward,Std Reward,Avg Δoverall,% Positive Δoverall,Total Positive Steps,Total Negative Steps
LinUCB,-0.004722222222222223,0.07260190044146517,-1.7222222222222223,44.44444444444444,8,10
Weakest-Skill-First,0.001111111111111109,0.1676038357306717,-1.7222222222222223,44.44444444444444,8,10
Random,-0.03422222222222223,0.21439560892001266,-1.7222222222222223,44.44444444444444,8,10
