objection_handling,question_ratio,cta_clarity,empathy_score,collaborative_score,social_proof,enthusiasm,conversation_id,duration
0.7327199578285217,0.0,0.6477522253990173,0.9396107792854309,0.7302410006523132,0.9173991680145264,0.9012503623962402,7cefe176-fda4-40ec-b274-2f9b93f0c7b0,269.775827
0.9364364743232727,0.0,0.6115175485610962,0.9461709260940552,0.7074992656707764,0.940631628036499,0.9438242316246033,2be60ca0-3151-4e80-9ba5-db7741a34178,185.715165
0.8377074599266052,0.0,0.5085229277610779,0.7541483044624329,0.5882606506347656,0.9449886679649353,0.9058060646057129,d5e9a4a5-bec7-497b-88d6-a49d64f5660a,173.043451
0.5899185538291931,0.0,0.6921539306640625,0.846039354801178,0.5486648082733154,0.9472275972366333,0.7851203680038452,41943545-102d-497d-bbef-3f3d9ec7efc7,96.726775
0.8042142987251282,0.125,0.6330889463424683,0.9840445518493652,0.539910078048706,0.9645848870277405,0.9976109266281128,2884d591-47de-4b0b-b1fc-30736324996d,87.182187
0.8501768112182617,0.07142857142857142,0.5293881893157959,0.941843569278717,0.7699847221374512,0.9536776542663574,0.9779747128486633,f857734e-6758-4fd3-9c69-a7af40c3d17f,232.126794
0.8989197611808777,0.09090909090909091,0.5413639545440674,0.929908275604248,0.7188418507575989,0.954210638999939,0.9799277782440186,02161db8-e371-48b0-83e5-a76de6f61fab,250.976837
0.7144898772239685,0.0,0.760004997253418,0.8359662890434265,0.6030774116516113,0.8516324162483215,0.8492003679275513,388d8cba-1901-44d5-aa45-55a750fab736,586.822941
0.6161261796951294,0.0,0.818494439125061,0.6601741313934326,0.740606963634491,0.5554741024971008,0.7929750084877014,020b561a-3e01-4e0c-9c94-7ebaaf699fc8,100.886832
0.5224713087081909,0.0,0.8579130172729492,0.6756770014762878,0.722870945930481,0.5522843599319458,0.9180282950401306,51422aed-83d6-48b1-96e3-9a43e8413310,69.635444
0.7819638848304749,0.0,0.6647626757621765,0.90102618932724,0.8180391192436218,0.9738792181015015,0.9521403908729553,6bf2a1df-8981-4efd-b5fe-979944cfbce3,276.678152
0.6515539288520813,0.16666666666666666,0.9430345296859741,0.8383599519729614,0.6088836193084717,0.6721363663673401,0.8182083964347839,2e7c547a-551c-4738-b8cb-bf3c5f8745ff,303.588371
0.7617654800415039,0.0,0.6046355366706848,0.8428353071212769,0.7455814480781555,0.8907801508903503,0.733014702796936,436cadc9-f54a-4966-a0b9-27beffed1308,335.674399
0.7938950061798096,0.0,0.5260592103004456,0.8952369689941406,0.6301925778388977,0.9293740391731262,0.8418955206871033,d5138bca-4415-4525-9a15-6bb3e1f70871,141.674037
0.7428710460662842,0.0,0.5108411908149719,0.8642027974128723,0.6159077882766724,0.9579547047615051,0.8551046252250671,8bf58707-d176-4f39-8c0b-7d1c3efc238e,237.757235
0.6390977501869202,0.0,0.5368056893348694,0.8000470399856567,0.6256294846534729,0.92655348777771,0.9298219680786133,0ef66e19-a47b-4bc4-8c9a-59218ffe2d32,127.947495
0.6281305551528931,0.07142857142857142,0.6835730075836182,0.7498416304588318,0.827109694480896,0.9584328532218933,0.9598792195320129,b0f09f7a-a141-4759-9c50-7725480aaf49,109.021264
0.7374390959739685,0.11764705882352941,0.5270753502845764,0.6438930034637451,0.7124782204627991,0.7860508561134338,0.5263519883155823,cb6708f1-5971-4784-83ff-34d335219079,96.171424
0.6397442817687988,0.42857142857142855,0.7591813206672668,0.8937870264053345,0.923910915851593,0.9835081100463867,0.8964864611625671,eabd3ed4-0749-4f94-9ed8-2eb69bb86c77,75.126233
